sent_id,text,distance,root_lemma,root_surface,root_idx,n_tokens,surprisal_small,surprisal_medium,surprisal_large
train-s4497,大舞台で4番に座り、1回戦で決勝3ランを放った。,2,放つ,放っ,17,19,0.65673828125,1.58154296875,0.91796875
train-s4498,被害者が出ないことを祈っています。,6,祈る,祈っ,8,12,2.6220703125,2.931640625,2.8017578125
train-s4499,1633年6月までに、一部の兵士は脱走を始め、残った兵士達も降伏について論じるようになった。,11,成る,なっ,28,30,3.802734375,21.6953125,0.4609375
train-s4502,首座主教であるアテネ大主教イエロニモス2世の側近であるディミトリオス神父は、カトリック教会の司祭の独身制、および「純潔を優越とみなす思想」の問題を指摘している。,9,指摘,指摘,39,43,4.03515625,2.326171875,3.44140625
train-s4504,本作のTシャツを捺染していたプラザ商事が、他社が捺染した本作のTシャツを発見したのである。,14,発見,発見,25,31,5.74609375,6.7578125,7.4765625
train-s4505,1848年1月18日、ウィーンから遠くなく、政府との通信にも便利なヴェローナへと移り、ミラノを離れた。,2,離れる,離れ,28,30,9.21875,3.826171875,6.15625
train-s4507,先日の家宅捜索が、ホテル役員の逮捕へとつながってしまったようです。,6,繋がる,つながっ,13,19,2.716796875,6.818359375,7.57421875
train-s4509,また市の西の湖が水郷地帯を展開しており、「安土八幡の水郷」として琵琶湖八景の一つに数えられている。,14,数える,数え,32,36,0.289306640625,0.303955078125,1.84521484375
train-s4512,"そして海老澤代表の“ご自分の生い立ちを通して家系を探究してこられた先生”との紹介で要請された拍手の中,講師の“関根誠司先生”が登壇した。",21,登壇,登壇,43,46,4.1133012771606445,0.8118057250976562,1.470703125
train-s4513,姉の明菜はそのコンセプトを耳にしてから、撮影に反対し続けていたという。,10,言う,いう,23,24,2.34375,1.9912109375,2.52734375
train-s4517,クルツ容疑者以外にも密輸に関わった人物がいるとみて調べている。,6,調べる,調べ,17,20,0.78076171875,1.56640625,2.119140625
train-s4520,長く統一教会は青年部を中心に“手相の勉強をしています”と声を掛ける手口で違法な勧誘行為を行ってきた。,19,行う,行っ,31,35,3.708984375,13.4765625,5.73046875
train-s4521,どこにいようとお前を刺し殺す。,2,刺し殺す,刺し殺す,7,8,11.47265625,16.2265625,10.03857421875
train-s4523,"総裁は譲歩に譲歩を重ねて,もう何年間も忍耐されていた。",7,忍耐,忍耐,14,20,11.26007080078125,5.8363037109375,9.776397705078125
train-s4524,その結果、1930年4月5日に東村山駅-村山貯水池前駅間が村山線の一部として開業するに至る。,8,至る,至る,31,32,6.58203125,4.7734375,4.1171875
train-s4526,すぐ側を徳島県道301号久尾宍喰浦線が走る。,4,走る,走る,12,13,3.408203125,4.01953125,4.28515625
train-s4528,"プログラムとビジュアルを同時に考えて,フィジビリティを検証しながら同時に作っていく必要がある。",16,有る,ある,22,23,4.390625,9.484375,4.46484375
train-s4529,"この表現について幸福の科学からは何ら抗議がありませんが,本紙の自主的な判断で信者の皆様に対して謝罪するとともに撤回させていただきます。",16,撤回,撤回,39,45,6.3515625,4.39453125,6.87109375
train-s4530,タークに反感を持っている。,2,持つ,持っ,5,8,3.66015625,14.296875,3.79296875
train-s4532,鹿児島県・奄美大島で秋季キャンプ中のプロ野球横浜ベイスターズは7日、豪雨に見舞われた島の子どもたちを励まそうと奄美市の名瀬運動公園で野球教室を開いた。,10,開く,開い,42,44,0.728515625,9.234375,0.53271484375
train-s4535,"同氏のブログからは現在,なぜかチベット仏教の“傳法大阿闍梨”関連のエントリが削除されています。",2,削除,削除,22,28,1.271484375,1.2060546875,0.951171875
train-s4538,皆トリプルアクセルをやらなかったキムヨナの方が点が何故高いのか分からないって。,13,分かる,分から,19,22,3.69921875,7.26171875,3.82421875
train-s4539,スミスはその作戦で、補給物資の調達、新兵の募集、テネシー州から北軍の注意を逸らすこと、およびケンタッキー州が南軍であることの主張ができると考えた。,15,考える,考え,39,41,5.046875,1.1279296875,7.15234375
train-s4542,屋台や足湯、地元野菜の販売もあり、ちょっとした温泉旅行が楽しめます。,2,楽しむ,楽しめ,18,20,0.55810546875,8.845703125,4.04296875
train-s4544,また、韓国での口蹄疫の流行2010年11月からが発生している。,2,発生,発生,16,20,6.44921875,11.265625,11.3671875
train-s4546,売り上げが例年の1割という所も出ている。,8,出る,出,11,14,5.3984375,7.72265625,4.6640625
train-s4548,その後、現在のアンティグア・グアテマラが首都となった。,4,成る,なっ,12,14,2.32421875,14.390625,2.375
train-s4550,選択すると技が上昇し、心が若干低下、体が僅かに低下する。,12,低下,低下,18,20,6.3515625,3.94140625,2.47265625
train-s4559,リカルドの裏切りによって捕らえられたルカたちをグリゴリの里に幽閉し、「手術」によって記憶を引き出し創世力のありかを暴こうとする。,19,為る,する,36,37,0.96923828125,4.6640625,0.55224609375
train-s4561,歯科の対応は審美歯科、ホワイトニング、インプラントなど多岐に渡った診療をしています。,2,為る,し,18,22,1.798828125,6.77734375,4.9375
train-s4564,"昨日まで毎日デモ隊を率いていたリーダーの井口康雄氏,皆より一日早く断食に入った井口氏は昨日で7日間断食を終えたそうだ。",21,終える,終え,35,39,3.21875,9.005859375,4.375
train-s4565,この主題は別の楽器が順次入って拡大し、シンバルの響きでクライマックスに入る。,13,入る,入る,20,21,5.48828125,5.97265625,8.390625
train-s4566,"2009年にはテレビ静岡制作の“テレビ寺子屋”への出演も予定されていましたが,親鸞会との関わりを問題視され放送直前で取り止めになったこともありました。",8,成る,なっ,42,49,1.9677734375,23.5546875,3.40625
train-s4567,"日本でもキリスト者による児童虐待や性虐待が起こっていますし,キリスト教以外の宗教団体でも起こっています。",8,起こる,起こっ,28,32,8.052345275878906,7.671875,5.53173828125
train-s4570,そのタイムラインを脅かそうとしていたのがスマノダイドウであり、両馬は1974年1月30日に初対決を迎える。,14,迎える,迎える,29,30,3.541015625,12.234375,2.830078125
train-s4572,TV版と同じく脳の血液交換が必要という設定がある。,6,有る,ある,15,16,3.890625,5.54296875,5.203125
train-s4574,家督は房純の甥、福原元僴が養子となって相続した。,6,相続,相続,14,17,0.82958984375,2.27734375,2.958984375
train-s4575,その後、マーケティングと経営倫理の理論と実務を融合させた「マーケティング倫理」を構築し、実務に基づく経験と、学際的理論構築の双方からの実践的指導を行っている。,19,行う,行っ,43,46,4.2421875,13.78515625,1.9912109375
train-s4580,森林生態系において親木となる成木からの距離が短いほど、その成木の種子や、実生にとって天敵となる特異的な病原菌、捕食者が多くなる。,20,成る,なる,41,42,1.2119140625,8.34375,1.2158203125
train-s4581,緑のgooではオープンソースソフトウェアのウェブブラウザであるMozilla Firefoxを公開するMozilla Japanと提携して、環境保護をテーマとした緑のgooと連動するウェブブラウザとして「緑のgoo版Firefox」を2007年12月11日に公開した。,24,公開,公開,59,62,0.26806640625,0.42578125,1.8759765625
train-s4582,トヨタから報告を受けた国土交通省は今月、「品質管理に問題がある」として再発防止の対策を促す指導をした。,20,為る,し,32,34,4.1640625,1.875,1.9453125
train-s4583,スーツを買いにいきました。,4,行く,いき,5,8,4.09765625,6.03515625,2.66064453125
train-s4584,これからもケータリングをする機会はあると思うのですが、こちらは外せないなと思っています。,13,思う,思っ,22,26,2.837890625,13.3046875,2.21875
train-s4585,11年度の学祭に向け、卒業や授業の実習開始などを理由に2~4年生の4人が引退し、岩井さんと1年生の2人だけになった上、岩井さんも就職活動で一時抜ける見込みで、学祭存続が危ぶまれる状況となった。,33,成る,なっ,62,64,1.65625,19.6171875,3.015625
train-s4588,翌日出場選手登録を抹消されたが、シーズン終盤になり一軍に復帰した。,9,復帰,復帰,18,21,2.521484375,4.4453125,2.578125
train-s4591,1991年2月24日、TBSラジオ『ラジオ図書館』の収録中に意識を失い、緊急入院した。,3,入院,入院,24,27,1.083984375,0.50048828125,1.234375
train-s4592,2012年1月、練馬区は病院の引き継ぎの際の医療安全を図る事を目的とし、日大光が丘病院に対して、3月下旬の救急の受け入れの停止を要請することを決めた。,22,決める,決め,46,48,4.12109375,21.75390625,2.560546875
train-s4593,4月こそ5登板で3勝と好調だったが、5月以降は5月27日の5勝目を最後に勝ち星から遠ざかった。,6,遠ざかる,遠ざかっ,32,34,2.76953125,3.3653564453125,3.521484375
train-s4594,彼は、1948年に開催されたロンドンオリンピックの走幅跳で銀メダルを獲得した。,2,獲得,獲得,20,23,2.9921875,0.8798828125,1.306640625
train-s4595,"今回のような不適切なホメオパシーの団体の不適切な使用の事件により,安全で有効な代替医療が否定されることがないようにしたい。",8,為る,し,36,38,4.1171875,4.828125,3.60546875
train-s4597,実社会での更生をより重視する制度といえそうだ。,7,言う,いえ,12,15,4.453125,7.60546875,8.6640625
train-s4600,緊急用に機銃が装備されている。,2,装備,装備,6,11,3.73828125,4.79296875,5.90625
train-s4603,高電圧/入出力用トランジスタは、ゲート絶縁膜の構造が違う。,2,違う,違う,15,16,5.83203125,7.96875,8.25
train-s4605,これまでも雫や痕など凌辱シーンのある作品を手がけてきたLeafだったが、凌辱をメインに扱ったのはこの作品が初となりファンの評価はまっぷたつに分かれたと言う。,26,言う,言う,48,49,8.359375,8.09375,7.5
train-s4606,"また,居酒屋メニューも充実しており,大山地鶏をつかった焼き鳥メニューは,味値段ともいけます。",7,行く,いけ,23,25,10.2109375,13.1171875,19.54296875
train-s4607,"報告書の中で同委員会は,自国だけではなく他のヨーロッパ諸国に向けても,同様の提言を行っています。",2,行う,行っ,29,33,3.712890625,16.921875,4.05859375
train-s4610,ロベスピエールらの処刑のあと、恐怖政治が終わりを告げ、グレースは辛うじて解放された。,8,解放,解放,18,22,7.328125,3.90625,4.1640625
train-s4613,2年目となる2012年の後期シーズンにチーム4年ぶりとなる半期優勝を達成した。,2,達成,達成,21,24,2.38671875,2.455078125,2.595703125
train-s4614,陣屋址は谷田部小学校の敷地となり、遺構としては御殿玄関が公民館玄関として小学校前に移築されている。,6,移築,移築,30,35,0.9375,0.81158447265625,1.63116455078125
train-s4615,しかし1980年代以降の新幹線開業や、それに伴う優等列車の系統整理により、こうした列車は急速に数を減らしていった。,2,減らす,減らし,32,36,0.0338134765625,2.951171875,1.12890625
train-s4616,1643年に出版された『リングア・エジプティアカ・レスティトゥタ』ではコプト語が古代エジプト語の発展した形であることを述べ、ヒエラティックとヒエログリフの関係も指摘している。,17,指摘,指摘,40,44,4.64453125,3.099609375,2.107421875
train-s4620,アクアマリンと組成を同じくするが、クロムCrやバナジウムVがドーパントとして混入している。,10,混入,混入,20,24,4.453125,3.943359375,6.782470703125
train-s4625,1981年には、ブルース・アンリミテッド・レーベルから初のソロ・アルバムBlues Attackをリリースした。,2,リリース,リリース,20,23,6.18359375,0.455078125,2.76171875
train-s4626,しかし、中野義時の名が一級史料には全く見当たらないことから、今日の研究では義時の存在は否定されている。,17,否定,否定,28,33,1.8623046875,1.197265625,2.26953125
train-s4628,関東地方は集合住宅などの地デジ対応が全国的にみて遅れており、特定の対策が必要になっている。,14,成る,なっ,26,29,3.51953125,18.68359375,4.05859375
train-s4634,序盤は堅調に推移したが、指数が3000ポイントに近づく場面では売りが強まった。,9,強まる,強まっ,21,23,5.8798828125,13.822265625,4.6923828125
train-s4635,女を買いに行くのを拒否したために首を切られた仲間もいる。,14,居る,いる,20,21,5.19140625,4.8046875,4.94140625
train-s4636,刀緒/手貫糸、剣緒とは、軍刀の柄頭に付けられる紐状の物で、階級の誇示や一種の装飾、抜刀時に手を通し不意の脱落を防ぐなどの意味がある。,11,有る,ある,45,46,0.6142578125,4.90625,1.8896484375
train-s4638,三方ヶ原の戦いでは一隊を率いて出陣する。,4,出陣,出陣,10,12,4.13671875,5.523284912109375,1.6689453125
train-s4639,2004年6月11日に大同電力機車とアルストムが技術移転と提携、生産の枠組みに関する協議に調印、2007年3月12日に大同電力機車とアルストムの企業連合が鉄道部から180両購入の契約を獲得した。,26,獲得,獲得,55,58,4.65625,4.34375,3.69140625
train-s4640,出社時にはここに個人の荷物はすべて収納し、仕事に必要なPCや文房具類だけをワークスペースに持ってはいる。,6,入る,はいる,31,32,11.98828125,10.953125,9.58251953125
train-s4642,2011年3月6日国立代々木競技場第一体育館で行われたASIA GIRLS EXPLOSIONでこの楽曲が演奏されている。,2,演奏,演奏,26,31,3.619140625,3.33203125,4.875
train-s4644,レコーダーと同期させるためにはSMPTEタイムコードを用いるのが一般的であるが、DAWなどの場合にはセッションのタイムベースを基準に取り扱っている。,16,取り扱う,取り扱っ,35,38,11.25390625,11.7421875,11.88671875
train-s4647,滑走路長の問題から就航機種には制約があったが、2010年から滑走路延長工事が開始され、1799mに延長された。,12,延長,延長,32,36,0.62060546875,0.458984375,0.359130859375
train-s4648,通常は、機材から流れる音楽に合わせて踊るが、スタテンアイランド・ラグタイムバンドの生演奏をバックに踊る時もある。,7,有る,ある,28,29,0.3193359375,7.75,1.5693359375
train-s4650,翌10月2日になって、連合軍は、第85警備隊が去ったフィンシュハーフェンを占領し、10月11日までに、オーストラリア軍第9師団の第26旅団が増援として到着した。,16,到着,到着,47,50,2.02734375,0.728515625,1.0537109375
train-s4651,イギリス人は、これらの中国の犂を「中国のプラウ」と呼ぶかわりに「バスタード・ダッチ・プラウ」と呼んだ。,11,呼ぶ,呼ん,29,31,2.083984375,7.0849609375,2.69921875
train-s4652,全身が刺々しくなっているのが特徴で、目も白目となり、口周りにも鋭い牙ができている。,17,出来る,でき,25,28,9.765625,6.00390625,6.29296875
train-s4654,百合子とラブラブで所構わずのろけを始めることに優は頭を痛めている。,9,痛める,痛め,18,21,2.62890625,4.97509765625,1.878173828125
train-s4656,集まった人々が拍手を送ると、彼女は聴衆に向って皮肉とも哀れみともとれる眼差しを投げかけるのだった。,19,投げ掛ける,投げかける,25,29,4.806640625,4.4228515625,4.9580078125
train-s4658,1991年11月19日に「海をイメージし、力強く感じるネーム」としてマリーンズというチーム名が誕生しました。,12,誕生,誕生,27,31,2.4921875,3.427734375,2.73046875
train-s4659,ユーロ導入国の財政赤字がユーロ相場や株式市場に悪影響を及ぼすのを回避する狙いがある。,14,有る,ある,24,25,0.4521484375,0.83837890625,1.0419921875
train-s4661,また検索エンジンで検索されるキーワードの種類も、検索頻度の多いキーワードよりも検索頻度が少ないキーワードの合計が検索数の大半を占めていると言われます。,13,言う,言わ,40,43,4.31640625,22.6796875,7.3837890625
train-s4662,『宇宙交響詩-』で自身のクローン体に使用したほか、ラーメタルを脱出する際には娘のメーテルを抱き締めてその半分を奪い取り、それを利用してアンドロイドを多数生み出した。,21,生み出す,生み出し,44,46,2.747467041015625,2.8740234375,3.9140625
train-s4665,スポーツ万能で、部活の助っ人をさらりとこなすが、それを鼻にかけているフシがある。,14,有る,ある,23,24,0.44482421875,0.80908203125,0.79052734375
train-s4667,アニメでは社名が「猫の宅配便」となっている。,6,成る,なっ,13,16,2.615234375,13.15625,2.67578125
train-s4672,南国市消防署のレスキュー隊員がモルタルの天井を切って約40分後に引き出し、南国署員が建造物侵入容疑で現行犯逮捕した。,15,逮捕,逮捕,32,35,0.67578125,0.039093017578125,0.2398681640625
train-s4679,「遠山騒動」といい、厳しい年貢取立てなどの景直の圧政に対し、領民が幕府に直訴した結果取り潰されたという。,9,言う,いう,31,32,3.07421875,6.265625,5.19140625
train-s4680,一般常識を逸脱し過ぎている。,2,逸脱,逸脱,4,9,2.69921875,3.41632080078125,5.6875
train-s4681,だが、ヤドリギのことを知ったロキが、バルドルの兄弟で盲目のために遊戯の輪から外れていた神ヘズをたぶらかし、ヤドリギを投げさせた。,25,投げる,投げ,36,39,8.5234375,6.33984375,6.59375
train-s4683,そして貴重な青春を不本意ながらカルトのために費やすことになったのかもしれない。,8,費やす,費やす,13,23,4.0234375,2.6483306884765625,3.470703125
train-s4687,これが真に猪俣の独断であるならば、氏直・氏政の監督不行き届きが招いた結果であり、穏健派の氏規と中間派の氏直、主戦派の氏政・氏照・氏邦の対立が表面化したと言える。,31,言う,言える,53,54,5.50390625,17.1484375,4.3203125
train-s4689,沖縄本島で最大の流域面積を持ち、沖縄本島南部の水源として利用されている。,7,利用,利用,19,24,4.62890625,7.7890625,4.3359375
train-s4692,本作「逃亡者」は、現実に起きた「サム・シェパード事件」がヒントになって作られた。,6,作る,作ら,23,26,2.99609375,1.123046875,1.9296875
train-s4693,一緒に話を聞かせてもらってもいいですか?,2,聞く,聞か,5,14,6.22265625,13.68359375,12.1875
train-s4695,磁気浮上であるため、軌道一次式リニアモータを採用した場合、車体側に集電が不要なので車体と軌道等との接触はないため、これらの動摩擦力は働かないが、以下の2つが推進時の抵抗として働く。,33,働く,働く,62,63,8.359375,2.0234375,6.453125
train-s4698,角川書店では3月25日に以下の3タイトルを発売する。,2,発売,発売,15,17,2.841796875,1.4365234375,1.845703125
train-s4699,"2000年の国勢調査によると、スー郡には1,475人、605世帯、及び444家族が暮らしている。",2,暮らす,暮らし,26,29,0.37744140625,8.828125,0.1378173828125
train-s4700,これからの日本ラグビー史にどれだけの栄光を刻むのか。,2,刻む,刻む,13,16,2.06591796875,0.4998779296875,0.661376953125
train-s4705,ホースの吸い込み口から邪気の風を噴射する事ができる。,2,噴射,噴射,10,15,6.03125,4.3828125,5.015625
train-s4710,店をただオープンさせるだけではない。,3,オープン,オープン,4,11,6.95703125,7.0546875,9.671875
train-s4711,16歳の時その美貌を認められ、佐々若狭に進められて腰元となって仙台城の奥に勤める事となったと伝える。,19,伝える,伝える,32,33,3.32421875,2.66796875,3.482421875
train-s4712,エンジンは変わらず900馬力のブラモ323A-1であったため、防御火器を追加し重量が増加した量産型のZ-1型では爆弾搭載量が500kgと減少してしまった。,16,減少,減少,44,49,4.96875,3.310546875,3.73046875
train-s4714,そしてお父さん役に牟田悌三がシリーズ初出演、更に従業員役の進士晴久や岸ユキ、ケンちゃんの先生役の工藤堅太郎、柔道のコーチ役の石田信之など、サブキャラクターが充実してきた。,22,充実,充実,46,51,4.765625,3.873046875,3.037109375
train-s4716,"2010年春,筆者は月刊宝島の取材で信濃町を探訪した。",2,探訪,探訪,14,17,10.447265625,10.6015625,9.3154296875
train-s4718,だがその後、同年10月に行なわれたヌクフェタウ島地区補欠選挙で再当選を果たし、国会議員に復帰した。,5,復帰,復帰,27,30,3.396484375,3.32421875,4.67578125
train-s4720,"そんな薬草実習の三年目のとき,ふと,ある薬草に気がつきました。",2,付く,つき,18,21,0.358642578125,2.791015625,2.2077484130859375
train-s4723,しかし、この結果はブッシュ支持層を一定数取り込んだため、クリントン当選の副次的要因となった。,10,成る,なっ,23,25,1.083984375,14.38671875,2.46484375
train-s4724,ここのお店は以前から、すごい水槽があって幻想的だよって聞いていたので行ってきました。,8,行く,行っ,25,30,2.201171875,4.40234375,7.9921875
train-s4725,"セキュアーWebサービスシステムの構築として,セキュリティとプライバシーを両立させるWebサービスシステムの設計/実装を行っている。",8,行う,行っ,26,29,6.21875,15.30078125,6.11328125
train-s4726,1946年には国語教習所を母体にして、森町・東中本・大成通・大今里の4ヶ所に初等学校が相次いで開設された。,14,開設,開設,33,37,2.826171875,2.2265625,4.234375
train-s4727,"1900年のゼルプの人口は、7,200人であったが、20の製陶会社で併せて100の窯があった。",2,有る,あっ,29,31,3.05078125,1.947265625,4.67578125
train-s4729,またいくぶん敵の矢を防御した。,2,防御,防御,7,10,6.28515625,5.4453125,7.2734375
train-s4730,Firefoxはサンドボックスによるセキュリティモデルを使用しており、他のウェブサイトから読み込まれたデータやスクリプトについて同一生成元ポリシーに基づく制限を設けている。,19,設ける,設け,36,39,5.46484375,11.31640625,2.8046875
train-s4732,大脳基底核や錐体路も障害し、パーキンソニズム・ジストニア・平衡覚障害を引き起こすほか、無関心・抑うつなどの精神症状も報告されている。,8,報告,報告,31,36,6.21484375,5.4921875,7.359375
train-s4733,ドイツ、ハンガリー軍は各村落と十字路を中心に防衛線を張った。,6,張る,張っ,17,19,3.4208984375,2.90283203125,2.2025146484375
train-s4734,渋谷の居酒屋は仲間たちとワイワイ日ごろのストレスを発散する場として利用しています。,6,利用,利用,19,24,2.470703125,4.98046875,3.904296875
train-s4738,低木、つる植物、または草本で、根茎を持ち、茎には結節があり匍匐し、ときに棘を持つ。,14,持つ,持つ,28,29,3.767578125,2.77734375,1.8466796875
train-s4739,ランチでは、よく干物を食べに行っていますが、初めて夜も行ってみました。,9,行く,行っ,19,24,1.7802734375,2.138671875,7.404296875
train-s4740,マレーシア政府は2020年に先進国入りする構想を掲げ、日系企業の投資誘致に力を入れているといい「整備されたインフラや自然災害の少なさが魅力」と盛んにアピールした。,24,アピール,アピール,46,49,2.203125,11.578125,0.74169921875
train-s4742,元東京アパッチの得点王ジョン・ハンフリーらを補強した。,2,補強,補強,12,15,4.83203125,6.62109375,9.49505615234375
train-s4743,出会いのチャンスがきっと巡ってくると思います。,5,思う,思い,10,12,2.380859375,26.6328125,3.861328125
train-s4744,子連れで飲み屋に行くと肩の狭い思いをすることが多いのですが、ここのお店は子供に対してすごくフレンドリーなので本当に子連れでも安心して飲めます。,22,飲む,飲め,42,44,2.906982421875,2.033203125,4.34716796875
train-s4745,マールブルクからフランケンベルクに至るラーン=エーダー自転車道は、南からエルンストハウゼンに入り、ボッテンドルフを通って旧郡庁所在地のフランケンベルクへ向かう。,8,向かう,向かう,31,32,3.625,13.109375,5.00390625
train-s4746,他にもコースメニューがあり、メニューによっては3500円~6000円ほどになるみたいです。,7,成る,なる,21,24,2.91015625,4.0,4.01171875
train-s4748,"夫婦が何十年いっしょにいたとしても,死の少し前に敵味方であったことがわかったりする。",18,為る,する,28,29,5.55859375,8.4375,4.28125
train-s4749,すなわち全てのカップルが同じステップを滑走をする。,7,為る,する,11,12,8.0234375,8.3984375,8.8828125
train-s4751,それを裏付けるように戦争後に立候補した紀元前98年の法務官選挙では民衆の支持を得られず落選、スッラはマリウスへの敵意の再燃だけでなく、民衆派そのものを「貴族の敵」として憎んでいった。,35,憎む,憎ん,57,61,8.630859375,8.455078125,7.970703125
train-s4752,一旦停止したが急発進し、軽乗用車に衝突する事故が起きた。,2,起きる,起き,18,20,1.517578125,2.921875,3.0546875
train-s4753,この事件について、朝日新聞の鵜飼啓は、外国人登録証の不正更新による書類送検、書記官と軍との関係、「おかしな金の動き」に触れた上で、「だが、違法な情報収集は確認できず、果たして「スパイ」とまで言えるのか」と弁じ、「それでも一部で大々的に報じられ、日本の政治家は中国の訪問団との面会に及び腰になった」とその影響を指摘した。,2,指摘,指摘,106,109,1.7802734375,0.89208984375,2.04296875
train-s4759,これはあたかもダム堤体下にマットの様にコンクリートを敷き詰めることからマット式重力ダムと呼ばれる。,7,呼ぶ,呼ば,22,24,2.208984375,3.728515625,2.126953125
train-s4760,他方、現代絵画のもうひとつの大きな流れとして、人間の心、未知の世界を探究し表現する幻想絵画がある。,8,有る,ある,31,32,2.119140625,2.8828125,1.7841796875
train-s4761,1941年よりアメリカ軍が運用を開始したHEAT弾で、M1ガーランドおよびスプリングフィールドM1903小銃ではM7グレネードランチャー、M1カービンではM8グレネードランチャーによって運用されていた。,17,運用,運用,44,50,2.09765625,3.17578125,3.783203125
train-s4767,"でもこのくらい年収があると,消費者被害の救済に,出家状態で取り組めそうです。",10,取り組む,取り組め,20,23,7.1240234375,7.01953125,6.91796875
train-s4768,今年1月に提起されたこの訴訟は先月20日に最初の裁判が開かれた。,2,開く,開か,20,23,5.33203125,2.861328125,3.99609375
train-s4770,その結果、体育館に全校生徒が集まる中で「沢井君の彼女になりたい人」を公募するも誰も名乗り出ない「晒し者」状態に置かれ、大事なことを決める時は他人に頼るべきではないとの教訓を得る。,36,得る,得る,57,58,2.8828125,2.537109375,3.04296875
train-s4771,617年、薛挙が自立すると、その下で黄門侍郎をつとめた。,9,勤める,つとめ,16,18,5.18359375,5.98876953125,6.76171875
train-s4774,"だから例えば同じツール上の画面に,違うソースのデータを混在させて見せることはあまりお薦めしたくはないのだけど。",8,勧める,薦め,25,33,3.818359375,0.31982421875,1.181640625
train-s4775,"寺院を経営する宗教法人では,葬儀や法要で受け取った現金収入や簿外の口座に振り込まれた会費収入について,法人の収入に計上せず住職が個人的に使っていた。",32,使う,使っ,44,48,7.2578125,7.21875,5.13671875
train-s4778,南北を鉄道と高速道路・国道が貫き、大阪と和歌山・高野山に通じている。,11,通ずる,通じ,19,22,3.21875,11.953125,8.447265625
train-s4779,川上憲伸は「40歳であの球を投げるとは」と驚嘆したという。,6,言う,いう,20,21,3.345703125,11.46875,3.353515625
train-s4782,17編の怪談を収めた『怪談』と3編のエッセイを収めた『虫界』の2部からなる。,16,成る,なる,27,28,2.390625,2.490234375,1.8388671875
train-s4783,"ユーザーは普段の仲間とペアを組み,別のペアを探して日時場所が決定したところでランチが成立します。",17,成立,成立,27,30,11.2421875,10.6171875,9.109375
train-s4784,"しかしネットを1年以上しっかり経験している人には,どこかで聞いた話で,表面的な部分しか書いていないので,殆ど役に立つことはないだろう。",23,立つ,立つ,39,44,2.703125,9.3828125,5.875
train-s4785,バルト氷湖での氷河作用は、バルト海の早期高水位階を作った。,2,作る,作っ,17,19,8.3125,18.734375,8.0703125
train-s4786,家のペットが夕方から病気になってしまい、プルプルふるえ始めました。,9,震える,ふるえ,14,18,9.6123046875,6.0517578125,7.0634765625
train-s4787,建屋の外にある立て坑に入った水を別の建屋に移す準備も続けた。,9,続ける,続け,19,21,10.2578125,10.609375,10.3515625
train-s4790,"彼が誠実であれ不誠実であれ,摂理を出た以上,摂理とからめる必要があるのでしょうか?",15,有る,ある,22,26,4.3359375,11.3359375,6.13671875
train-s4792,歴史的に、擬似英雄詩の形式は王政復古以降およびオーガスタン時代の人気があった。,2,有る,あっ,20,22,3.876953125,3.794921875,5.30078125
train-s4793,以前は学校の体育館で行っていたが、2003年からは学校と青葉体育館を借り切って開催している。,4,開催,開催,27,31,3.87109375,2.501953125,3.71875
train-s4795,幼い頃は姉の艶靡を慕う穏やかな性格だったが、露出狂と化して旅に出た彼女に置いていかれたことをきっかけに、グレてしまった。,23,ぐれる,グレ,37,41,10.671875,8.0390625,9.9140625
train-s4797,スケーターとしてのモデルは明言されていないが、「親が離婚した後コーチに引き取られ、居候しながら練習に励んだ」ことや、ドミニクのモデルであるレティシア・ユベールと公式練習で接触事故を起こしたことがあることなどから、おそらく日本の女性フィギュア選手である伊藤みどりに影響されたところが大きいと思われる。,44,思う,思わ,82,84,1.357421875,12.390625,1.8232421875
train-s4802,広州小糸も90%以上の稼働率なので、広州小糸に第2工場をつくるという考えもある。,6,有る,ある,26,27,2.658203125,2.400390625,2.7578125
train-s4803,マッケレルは回避行動を取ってそれを回避し、浮上中の敵潜水艦に対し2本の魚雷を発射した。,16,発射,発射,26,29,0.198486328125,0.53076171875,0.3798828125
train-s4804,"これまでいくつかの民事裁判が行われ,ニュースになるときにはいつもTOSHIの名前が出され,この件に巻き込まれたことを悩み,心痛んでいました。",26,痛む,痛ん,39,44,12.6796875,8.75390625,6.033203125
train-s4806,しかし1923年のアメリカの参戦から、レースは次第に各国の威信を賭けたものへと様相を変えていく。,8,変える,変え,25,28,0.611328125,9.076171875,0.413818359375
train-s4808,庶民的な娘役を演じて人気を得る。,6,得る,得る,10,11,4.125,3.54296875,4.0546875
train-s4809,また、移植後も免疫抑制剤の併用が必要となるため高額な医療費負担や、免疫抑制剤による代謝作用の低下といった問題もある。,18,有る,ある,37,38,2.62890625,3.267578125,2.423828125
train-s4812,ドルカナダはロンドン市場で振幅、1.0480-1.0580でのレンジを形成した。,2,形成,形成,20,23,5.34765625,3.115234375,11.2734375
train-s4813,幅広い年代の先生に囲まれ、目が行き届き、手薄に感じることもなかった。,5,感ずる,感じる,15,20,2.4609375,0.74462890625,1.986328125
train-s4814,都心の小さなビオトープをめぐるやり取りを追った。,4,追う,追っ,9,11,5.307861328125,6.87939453125,6.58642578125
train-s4815,一定数の連続攻撃を受けるとガードの状態が強制的に解除され、無防備な状態になってしまう。,16,成る,なっ,25,28,2.314453125,22.26171875,1.7177734375
